id_bv;num_circ;nom_quartier;num_arrond;nb_procu;nb_inscr;nb_abscent;taux_ab;nb_emarg;nb_votant;nb_bl;nb_nul;nb_exprim;NB_ExtGauche;NB_Gauche;NB_Centre;NB_Droite;NB_ExtDroite;NB_Divers
12_50;8;Quinze-Vingt;12;124;1614;454;28,13%;1160;1160;19;12;1129;12;635;300;42;140;0
12_51;7;Quinze-Vingt;12;150;1281;265;20,69%;1016;1016;7;1;1008;6;492;370;56;84;0
12_52;7;Quinze-Vingt;12;199;1682;428;25,45%;1254;1254;11;5;1238;4;596;459;70;109;0
12_53;7;Quinze-Vingt;12;133;1356;418;30,83%;938;938;8;5;925;7;411;312;44;151;0
12_54;7;Quinze-Vingt;12;220;1793;373;20,80%;1420;1420;13;4;1403;5;747;433;68;150;0
12_55;7;Quinze-Vingt;12;162;1198;253;21,12%;945;945;4;0;941;5;531;295;42;68;0
12_56;7;Quinze-Vingt;12;189;1550;373;24,06%;1177;1177;9;4;1164;10;704;327;38;85;0
12_57;7;Quinze-Vingt;12;163;1466;365;24,90%;1101;1101;5;1;1095;6;625;332;52;80;0
12_58;7;Quinze-Vingt;12;136;1292;311;24,07%;980;981;8;4;969;6;511;290;54;108;0
12_59;7;Quinze-Vingt;12;153;1392;376;27,01%;1016;1016;7;2;1007;10;603;269;43;82;0
12_60;7;Quinze-Vingt;12;215;1498;307;20,49%;1191;1191;9;4;1178;4;659;405;38;72;0
12_61;8;Bercy;12;125;1464;348;23,77%;1116;1116;13;6;1097;5;516;327;55;194;0
12_62;7;Quinze-Vingt;12;137;1445;429;29,69%;1016;1016;13;3;1000;3;555;262;50;130;0
12_64;8;Bel-Air;12;120;1294;266;20,56%;1028;1028;11;5;1012;3;477;341;65;126;0
13_01;9;Salpêtrière;13;227;1712;380;22,20%;1333;1332;16;3;1313;7;690;370;112;134;0
13_02;9;Salpêtrière;13;117;1461;414;28,34%;1047;1047;11;6;1030;17;556;250;87;120;0
13_03;9;Salpêtrière;13;128;1627;430;26,43%;1197;1197;15;4;1178;17;602;303;115;141;0
13_04;9;Salpêtrière;13;111;1325;397;29,96%;927;928;14;4;910;18;487;208;61;136;0
13_05;9;Salpêtrière;13;152;1540;376;24,42%;1164;1164;12;2;1150;11;599;322;91;127;0
13_06;9;Salpêtrière;13;129;1195;291;24,35%;904;904;7;5;892;4;465;251;72;100;0
13_07;9;Salpêtrière;13;132;1694;508;29,99%;1186;1186;10;4;1172;8;656;284;78;146;0
13_08;9;Gare;13;129;1499;408;27,22%;1091;1091;12;5;1074;16;625;218;73;142;0
13_09;9;Gare;13;72;1233;389;31,55%;844;844;9;1;834;14;469;152;71;128;0
13_10;9;Gare;13;76;1314;395;30,06%;919;919;13;3;903;11;465;183;91;153;0
13_11;9;Gare;13;88;1512;515;34,06%;997;997;19;8;970;17;487;227;96;143;0
13_12;9;Gare;13;63;1455;452;31,07%;1003;1003;9;4;990;10;539;187;90;164;0
13_13;9;Gare;13;177;1705;409;23,99%;1296;1296;15;8;1273;9;694;330;108;132;0
13_14;9;Gare;13;90;1453;462;31,80%;991;991;17;13;961;14;487;196;90;174;0
13_15;9;Gare;13;76;1769;641;36,24%;1128;1128;8;9;1111;20;538;282;94;177;0
13_16;9;Gare;13;105;1987;612;30,80%;1373;1375;15;9;1351;18;761;296;97;179;0
13_17;9;Gare;13;107;1674;500;29,87%;1174;1174;17;5;1152;12;584;306;106;144;0
13_18;9;Gare;13;82;1514;496;32,76%;1018;1018;11;4;1003;22;576;173;75;157;0
13_19;9;Gare;13;71;1863;663;35,59%;1200;1200;16;9;1175;13;579;286;130;167;0
13_20;9;Gare;13;62;1887;729;38,63%;1156;1158;17;9;1132;12;525;259;147;189;0
13_21;9;Gare;13;64;1637;612;37,39%;1023;1025;7;3;1015;17;410;257;113;218;0
13_22;9;Gare;13;55;1706;733;42,97%;973;973;16;7;950;24;479;159;88;200;0
13_23;9;Gare;13;128;1499;419;27,95%;1080;1080;18;6;1056;23;611;213;70;139;0
13_24;9;Gare;13;88;1464;471;32,17%;993;993;14;9;970;12;556;199;74;129;0
13_25;9;Gare;13;84;1714;655;38,21%;1059;1059;13;11;1035;26;603;198;60;148;0
13_26;9;Gare;13;136;1784;512;28,70%;1272;1272;14;2;1256;11;715;277;79;174;0
13_27;9;Gare;13;144;1876;513;27,35%;1363;1363;10;9;1344;16;783;299;81;165;0
13_28;9;Gare;13;138;1768;466;26,36%;1302;1302;17;5;1280;17;691;323;100;149;0
13_29;9;Gare;13;40;1291;463;35,86%;828;828;17;10;801;17;411;149;69;155;0
13_30;9;Gare;13;131;1724;457;26,51%;1267;1267;14;5;1248;17;702;279;88;162;0
13_31;9;Gare;13;114;1327;333;25,09%;994;994;5;4;985;13;513;270;78;111;0
13_32;9;Gare;13;126;1726;532;30,82%;1194;1194;18;6;1170;22;693;209;67;179;0
13_33;9;Gare;13;32;772;285;36,92%;487;487;8;6;473;12;275;86;38;62;0
13_34;9;Gare;13;145;1596;358;22,43%;1238;1238;10;3;1225;12;610;369;89;145;0
13_35;10;Maison-Blanche;13;123;1302;372;28,57%;930;930;6;4;920;1;511;251;49;92;16
13_36;10;Maison-Blanche;13;147;1454;366;25,17%;1088;1088;9;4;1075;4;517;337;73;140;4
13_37;10;Maison-Blanche;13;89;1861;624;33,53%;1236;1237;17;7;1213;12;698;235;66;188;14
13_38;10;Maison-Blanche;13;95;1449;463;31,95%;986;986;9;12;965;5;438;308;74;133;7
13_39;10;Maison-Blanche;13;115;1899;623;32,81%;1276;1276;11;8;1257;5;723;296;67;148;18
13_40;10;Maison-Blanche;13;167;1600;344;21,50%;1256;1256;3;8;1245;4;648;405;66;96;26
13_41;10;Maison-Blanche;13;156;1803;510;28,29%;1292;1293;10;12;1271;6;762;302;59;130;12
13_42;10;Maison-Blanche;13;59;1597;572;35,82%;1022;1025;14;9;1002;10;586;177;48;166;15
13_43;10;Maison-Blanche;13;151;1735;432;24,90%;1302;1303;10;13;1280;7;779;278;63;133;20
13_44;10;Maison-Blanche;13;65;1591;580;36,46%;1011;1011;13;7;991;12;586;195;52;138;8
13_45;10;Maison-Blanche;13;89;1602;547;34,14%;1055;1055;15;6;1034;8;587;233;51;138;17
13_46;10;Maison-Blanche;13;92;1647;578;35,09%;1067;1069;16;5;1048;9;435;290;62;238;14
13_47;10;Maison-Blanche;13;165;1827;409;22,39%;1416;1418;11;10;1397;6;776;365;82;149;19
13_48;10;Maison-Blanche;13;140;1749;467;26,70%;1282;1282;16;7;1259;5;704;326;66;132;26
13_49;10;Maison-Blanche;13;198;1743;361;20,71%;1382;1382;12;5;1365;5;761;406;64;106;23
13_50;10;Maison-Blanche;13;192;1725;353;20,46%;1372;1372;6;3;1363;7;763;394;70;107;22
