id_bv;Niveau de pauvreté;Niveau de participation;Cluster
08_06;-3.6156711173025307;0.663472014111083;0
08_07;-3.2423305949771364;1.1243243000349357;0
08_08;-1.8945465354253426;0.5180676557051299;0
08_09;-3.7327171894700495;-0.6310683299511182;0
08_10;-4.208481806960366;-0.39904733255785646;0
08_11;-3.6570320663574685;0.43677843826730517;0
08_12;-4.172496982469535;-1.3725948644552857;0
08_13;-4.219202521747753;-1.3018471964675344;0
08_14;-4.415596154580587;-1.9850340388173813;0
08_15;-5.170584063177329;-1.2067514859164867;0
08_16;-5.350303027588183;-1.8746936543620794;0
08_17;-4.161813341041656;-3.228686723786925;0
08_18;-4.31400615765331;-2.4055834922096317;0
09_01;-0.6944930921106092;1.459849539208331;1
09_02;0.09037745331575149;2.087015801459351;1
09_03;-1.327059614269127;1.4966677616126398;1
09_04;-0.6027324215247024;1.5942555611090337;1
09_05;-0.6213445140746106;2.335917934561946;1
09_06;-0.9290211631852494;1.105819095345137;1
09_07;-1.977688232867859;0.34798625372675596;0
09_08;-2.518406930648451;2.814933938841839;1
09_09;-2.425371760566692;1.2153796735157711;0
09_10;-2.3877271322646;2.5317032524312424;1
09_11;-0.9142377532611402;2.673348811735563;1
09_12;-1.5048692251877698;2.447193992971977;1
09_13;-0.6575357786572735;2.0473029148376582;1
09_14;-1.4401688642024264;3.1039118805731096;1
09_15;-1.5076112016804062;2.664559636216288;1
09_16;-1.5843813113528213;2.6695052583790795;1
09_17;-1.6680572164371426;2.0099078954710543;1
09_18;0.09533114311228431;2.5559992688528426;1
09_19;-0.6243193269102102;2.288366209829869;1
09_20;-1.3618995654982506;2.427098319505673;1
09_21;-1.2700903616664319;2.2883075192984337;1
09_22;-0.8164754965178896;2.406741441177553;1
09_23;-1.0620886437703398;2.4049850110341806;1
09_24;-0.9214930658782416;2.634948728075175;1
09_25;0.0339112611165522;2.193013932671625;1
09_26;-0.7685594840961673;2.8074434860109703;1
09_27;1.6586116869712346;2.904123619685887;1
10_01;1.7654356326429836;3.0344368390481367;1
10_02;1.838727914422566;3.741937137485861;1
10_03;1.5904362655377602;2.9894536325428267;1
10_04;1.2024543458674795;2.265875472637942;1
10_05;0.9948131974268133;2.6082727622672213;1
10_06;1.299483513286439;2.7865277800348145;1
10_07;1.3965492613124284;2.5976233509367566;1
10_08;1.8642755437822607;2.8440964205684396;1
10_09;0.4696142577551127;1.6849134693254635;1
10_10;2.0174382769865393;3.621578921766889;1
10_11;2.9174021486313513;2.3708494996338905;1
10_12;3.8479026813553014;2.8752454858166843;1
10_13;4.351934781996073;0.7788674239704246;2
10_14;4.191530122249223;2.90342469204235;1
10_15;2.290502565826475;1.9156515515736408;1
10_16;2.2631396759331355;1.8095129557166554;1
10_17;0.8124375388000882;-2.4511750808483104;2
10_18;2.050353861331966;-0.7696727780529187;2
10_19;1.8971708905966618;-0.31613412912619115;1
10_20;2.057755742053826;1.9179834028489435;1
10_21;2.544883081633896;0.9758818611869419;1
10_22;1.8858560099135209;2.580871133886472;1
10_23;2.210689477711064;2.753859515185059;1
10_24;1.0937199222151632;1.5994345286816312;1
10_25;2.1896679141761006;0.7377838016813986;1
