id_bv;v_D_EUR; p_D_EUR ;v_D_LEG; p_D_EUR ; ecart_D ;nb_LR;nb_RN;nb_Rec;nb_autreDroite;nb_extDroite;partie_dominant
16_34;478; 0,5037 ; 437 ; 0,3874 ;-41;235;97;126;1;19;Les Républicains
16_35;421; 0,5349 ; 352 ; 0,3789 ;-69;229;80;103;0;9;Les Républicains
16_36;392; 0,4470 ; 369 ; 0,3569 ;-23;153;131;99;3;6;Les Républicains
16_37;468; 0,5253 ; 400 ; 0,3788 ;-68;257;82;118;3;8;Les Républicains
16_38;470; 0,4621 ; 411 ; 0,3414 ;-59;262;103;94;2;9;Les Républicains
16_39;430; 0,4639 ; 362 ; 0,3312 ;-68;201;101;108;6;14;Les Républicains
16_40;328; 0,4493 ; 326 ; 0,3472 ;-2;104;125;79;5;15;Rassemblement National
16_41;411; 0,4487 ; 380 ; 0,3525 ;-31;158;134;94;4;21;Les Républicains
16_42;329; 0,4720 ; 331 ; 0,3871 ;2;175;64;76;2;12;Les Républicains
16_43;417; 0,5142 ; 362 ; 0,3740 ;-55;188;112;101;5;11;Les Républicains
16_44;296; 0,4625 ; 286 ; 0,3514 ;-10;78;129;70;4;15;Rassemblement National
16_45;337; 0,4405 ; 307 ; 0,3298 ;-30;132;103;83;1;18;Les Républicains
16_46;237; 0,3983 ; 241 ; 0,3043 ;4;61;90;66;6;14;Rassemblement National
16_47;388; 0,4455 ; 361 ; 0,3217 ;-27;155;125;88;2;18;Les Républicains
16_48;399; 0,4576 ; 405 ; 0,3909 ;6;190;108;85;5;11;Les Républicains
16_49;504; 0,4936 ; 457 ; 0,3755 ;-47;261;121;101;2;19;Les Républicains
16_50;511; 0,4830 ; 500 ; 0,4026 ;-11;218;150;122;5;16;Les Républicains
16_51;557; 0,5450 ; 502 ; 0,3882 ;-55;251;123;171;4;8;Les Républicains
16_52;527; 0,5542 ; 473 ; 0,4153 ;-54;229;123;161;1;13;Les Républicains
16_53;519; 0,6077 ; 512 ; 0,4985 ;-7;212;123;174;1;9;Les Républicains
16_54;447; 0,5458 ; 457 ; 0,4649 ;10;201;100;133;2;11;Les Républicains
16_55;668; 0,6326 ; 596 ; 0,4877 ;-72;310;130;206;3;19;Les Républicains
16_56;537; 0,6325 ; 514 ; 0,4895 ;-23;264;89;176;1;7;Les Républicains
16_57;549; 0,6033 ; 564 ; 0,5179 ;15;248;120;166;2;13;Les Républicains
16_58;590; 0,6556 ; 563 ; 0,5081 ;-27;287;124;164;2;13;Les Républicains
16_59;575; 0,5965 ; 552 ; 0,4933 ;-23;266;114;188;4;3;Les Républicains
16_60;555; 0,6180 ; 569 ; 0,5182 ;14;251;115;180;4;5;Les Républicains
16_61;478; 0,5650 ; 475 ; 0,4657 ;-3;219;108;135;0;16;Les Républicains
16_62;452; 0,5213 ; 440 ; 0,4116 ;-12;205;93;142;2;10;Les Républicains
16_63;467; 0,5212 ; 484 ; 0,4601 ;17;199;121;125;3;19;Les Républicains
16_64;381; 0,5522 ; 408 ; 0,4700 ;27;180;92;92;4;13;Les Républicains
16_65;402; 0,5221 ; 424 ; 0,4394 ;22;175;97;113;2;15;Les Républicains
16_66;369; 0,5227 ; 386 ; 0,4679 ;17;170;98;92;4;5;Les Républicains
16_67;406; 0,5464 ; 415 ; 0,4540 ;9;187;92;117;4;6;Les Républicains
16_68;407; 0,5398 ; 427 ; 0,4586 ;20;195;81;121;3;7;Les Républicains
17_01;246; 0,2614 ; 216 ; 0,1900 ;-30;115;75;36;2;18;Les Républicains
17_02;241; 0,2583 ; 206 ; 0,1801 ;-35;121;56;53;4;7;Les Républicains
17_03;244; 0,2497 ; 214 ; 0,1834 ;-30;121;63;44;5;11;Les Républicains
17_04;196; 0,2090 ; 190 ; 0,1598 ;-6;100;46;32;8;10;Les Républicains
17_05;267; 0,2750 ; 246 ; 0,2081 ;-21;151;69;41;2;4;Les Républicains
17_06;256; 0,2854 ; 220 ; 0,2002 ;-36;131;59;54;2;10;Les Républicains
17_07;244; 0,2523 ; 215 ; 0,1898 ;-29;126;60;49;1;8;Les Républicains
17_08;256; 0,2505 ; 244 ; 0,1981 ;-12;136;60;51;2;7;Les Républicains
17_09;250; 0,2372 ; 240 ; 0,1822 ;-10;135;57;51;3;4;Les Républicains
17_10;254; 0,2873 ; 225 ; 0,2014 ;-29;119;76;48;4;7;Les Républicains
17_11;290; 0,3066 ; 278 ; 0,2417 ;-12;137;73;59;7;14;Les Républicains
17_12;270; 0,2878 ; 273 ; 0,2329 ;3;138;69;52;4;7;Les Républicains
17_13;288; 0,2966 ; 269 ; 0,2210 ;-19;138;68;61;8;13;Les Républicains
17_14;334; 0,3307 ; 294 ; 0,2414 ;-40;154;79;82;4;15;Les Républicains
17_15;322; 0,3701 ; 283 ; 0,2640 ;-39;144;100;69;2;7;Les Républicains
17_16;229; 0,3267 ; 220 ; 0,2331 ;-9;69;99;40;4;17;Rassemblement National
17_17;267; 0,3304 ; 252 ; 0,2407 ;-15;98;81;60;6;22;Les Républicains
17_18;204; 0,2528 ; 214 ; 0,2027 ;10;55;94;35;3;17;Rassemblement National
17_19;100; 0,1953 ; 119 ; 0,1641 ;19;23;56;17;0;4;Rassemblement National
17_20;184; 0,3051 ; 201 ; 0,2457 ;17;27;107;32;2;16;Rassemblement National
17_21;227; 0,2500 ; 227 ; 0,2020 ;0;77;95;33;7;15;Rassemblement National
17_22;161; 0,2337 ; 152 ; 0,1847 ;-9;53;68;31;3;6;Rassemblement National
17_23;135; 0,2340 ; 150 ; 0,1736 ;15;18;87;19;2;9;Rassemblement National
17_24;153; 0,2122 ; 153 ; 0,1715 ;0;55;48;28;5;17;Les Républicains
17_25;141; 0,2224 ; 150 ; 0,1859 ;9;29;72;29;3;8;Rassemblement National
17_26;193; 0,2091 ; 188 ; 0,1610 ;-5;72;55;41;7;18;Les Républicains
17_27;178; 0,2633 ; 177 ; 0,1926 ;-1;44;82;29;3;20;Rassemblement National
17_28;246; 0,2581 ; 213 ; 0,1788 ;-33;99;96;33;5;13;Les Républicains
17_29;179; 0,1748 ; 180 ; 0,1454 ;1;59;81;23;4;12;Rassemblement National
17_30;170; 0,2120 ; 150 ; 0,1537 ;-20;79;51;31;2;7;Les Républicains
17_31;198; 0,2067 ; 202 ; 0,1746 ;4;61;75;43;6;13;Rassemblement National
17_32;151; 0,1914 ; 154 ; 0,1591 ;3;69;47;28;2;5;Les Républicains
17_33;230; 0,2205 ; 211 ; 0,1675 ;-19;100;76;42;6;6;Les Républicains
17_34;174; 0,1859 ; 176 ; 0,1574 ;2;76;61;28;1;8;Les Républicains
17_35;220; 0,2176 ; 220 ; 0,1754 ;0;107;58;39;3;13;Les Républicains
17_36;241; 0,3306 ; 317 ; 0,3105 ;76;74;101;39;7;20;Rassemblement National
17_37;490; 0,5274 ; 572 ; 0,5158 ;82;256;84;137;7;6;Les Républicains
17_38;322; 0,3985 ; 429 ; 0,4312 ;107;111;120;68;3;20;Rassemblement National
17_39;253; 0,3851 ; 357 ; 0,3949 ;104;45;138;42;11;17;Rassemblement National
17_40;479; 0,4868 ; 552 ; 0,4868 ;73;171;157;132;4;15;Les Républicains
17_41;555; 0,5561 ; 594 ; 0,4893 ;39;280;94;164;7;10;Les Républicains
17_42;498; 0,5046 ; 511 ; 0,4338 ;13;244;92;149;6;7;Les Républicains
17_43;478; 0,4814 ; 494 ; 0,4204 ;16;232;89;150;0;7;Les Républicains
17_44;486; 0,4826 ; 490 ; 0,4010 ;4;243;100;124;3;16;Les Républicains
17_45;408; 0,4028 ; 452 ; 0,3501 ;44;217;77;100;5;9;Les Républicains
17_46;364; 0,3586 ; 427 ; 0,3544 ;63;170;95;85;1;13;Les Républicains
17_47;478; 0,4794 ; 499 ; 0,4328 ;21;256;80;126;8;8;Les Républicains
17_48;430; 0,4614 ; 430 ; 0,3843 ;0;234;65;121;2;8;Les Républicains
17_49;424; 0,4421 ; 482 ; 0,4152 ;58;230;93;94;1;6;Les Républicains
17_50;520; 0,4943 ; 535 ; 0,4304 ;15;271;93;144;1;11;Les Républicains
17_51;497; 0,4897 ; 535 ; 0,4519 ;38;257;83;143;1;13;Les Républicains
17_52;469; 0,4657 ; 509 ; 0,4277 ;40;237;84;132;4;12;Les Républicains
17_53;533; 0,5081 ; 608 ; 0,4876 ;75;247;139;125;8;14;Les Républicains
17_54;504; 0,4809 ; 591 ; 0,4713 ;87;241;101;143;8;11;Les Républicains
17_55;472; 0,4530 ; 495 ; 0,3966 ;23;236;106;119;3;8;Les Républicains
17_56;349; 0,3725 ; 461 ; 0,4005 ;112;171;82;78;3;15;Les Républicains
17_57;362; 0,4442 ; 460 ; 0,4466 ;98;124;146;70;6;16;Rassemblement National
17_58;360; 0,4472 ; 442 ; 0,4510 ;82;117;125;91;9;18;Rassemblement National
17_59;417; 0,4947 ; 500 ; 0,4831 ;83;185;92;129;0;11;Les Républicains
17_60;397; 0,4704 ; 463 ; 0,4360 ;66;208;82;96;1;10;Les Républicains
17_61;457; 0,4697 ; 537 ; 0,4633 ;80;242;76;127;6;6;Les Républicains
17_62;420; 0,4247 ; 482 ; 0,4273 ;62;219;88;99;5;9;Les Républicains
17_63;405; 0,4556 ; 452 ; 0,4244 ;47;177;97;112;6;13;Les Républicains
17_64;410; 0,4428 ; 451 ; 0,4085 ;41;191;105;97;2;15;Les Républicains
17_65;410; 0,4437 ; 457 ; 0,4121 ;47;226;83;92;1;8;Les Républicains
17_66;459; 0,4342 ; 523 ; 0,4138 ;64;212;94;133;5;15;Les Républicains
17_67;466; 0,4731 ; 516 ; 0,4195 ;50;227;94;136;2;7;Les Républicains
17_68;242; 0,2285 ; 238 ; 0,1874 ;-4;94;87;41;5;15;Les Républicains
17_69;107; 0,2004 ; 121 ; 0,1683 ;14;28;45;22;4;8;Rassemblement National
18_01;192; 0,1945 ; 125 ; 0,1039 ;-67;80;55;44;3;10;Les Républicains
18_02;148; 0,1468 ; 128 ; 0,1039 ;-20;52;54;30;4;8;Rassemblement National
18_03;268; 0,2726 ; 193 ; 0,1678 ;-75;121;71;63;2;11;Les Républicains
18_04;215; 0,1813 ; 181 ; 0,1260 ;-34;75;76;51;0;13;Rassemblement National
18_05;166; 0,1993 ; 138 ; 0,1356 ;-28;58;68;30;4;6;Rassemblement National
18_06;144; 0,1613 ; 128 ; 0,1193 ;-16;45;66;22;3;8;Rassemblement National
18_07;137; 0,1504 ; 107 ; 0,1008 ;-30;44;53;27;4;9;Rassemblement National
18_08;127; 0,1320 ; 112 ; 0,1004 ;-15;38;53;24;4;8;Rassemblement National
18_09;153; 0,1512 ; 137 ; 0,1103 ;-16;48;54;31;9;11;Rassemblement National
18_10;130; 0,1305 ; 107 ; 0,0853 ;-23;38;50;25;3;14;Rassemblement National
18_11;155; 0,1578 ; 130 ; 0,1093 ;-25;50;58;33;1;13;Rassemblement National
18_12;150; 0,2024 ; 169 ; 0,1597 ;19;16;90;24;7;13;Rassemblement National
18_13;94; 0,1706 ; 84 ; 0,1055 ;-10;15;45;16;1;17;Rassemblement National
18_14;132; 0,1331 ; 116 ; 0,0921 ;-16;32;57;23;3;17;Rassemblement National
18_15;121; 0,1492 ; 113 ; 0,1093 ;-8;33;59;15;1;13;Rassemblement National
18_16;135; 0,1484 ; 129 ; 0,1080 ;-6;25;72;19;6;13;Rassemblement National
18_17;122; 0,1134 ; 126 ; 0,0960 ;4;25;58;21;6;12;Rassemblement National
18_18;134; 0,1104 ; 107 ; 0,0722 ;-27;46;48;22;5;13;Rassemblement National
18_19;149; 0,1297 ; 164 ; 0,1157 ;15;30;62;35;4;18;Rassemblement National
18_20;155; 0,1421 ; 141 ; 0,1036 ;-14;50;59;23;9;14;Rassemblement National
18_21;160; 0,1537 ; 155 ; 0,1219 ;-5;54;59;19;12;16;Rassemblement National
18_22;137; 0,1553 ; 131 ; 0,1222 ;-6;54;46;28;1;8;Les Républicains
18_23;169; 0,1759 ; 136 ; 0,1160 ;-33;67;63;31;0;8;Les Républicains
18_24;180; 0,1732 ; 151 ; 0,1194 ;-29;68;59;45;1;7;Les Républicains
18_25;239; 0,2236 ; 153 ; 0,1260 ;-86;110;64;55;2;8;Les Républicains
18_26;128; 0,1437 ; 114 ; 0,1035 ;-14;40;47;25;5;11;Rassemblement National
18_27;146; 0,1652 ; 122 ; 0,1112 ;-24;50;51;18;1;26;Rassemblement National
18_28;212; 0,1806 ; 174 ; 0,1238 ;-38;69;64;57;3;19;Les Républicains
18_29;219; 0,2056 ; 148 ; 0,1165 ;-71;106;58;37;3;15;Les Républicains
18_30;203; 0,1861 ; 193 ; 0,1425 ;-10;96;59;36;0;12;Les Républicains
18_31;232; 0,2017 ; 209 ; 0,1454 ;-23;84;80;44;4;20;Les Républicains
18_32;239; 0,2157 ; 203 ; 0,1501 ;-36;81;87;54;1;16;Rassemblement National
18_33;204; 0,2077 ; 151 ; 0,1263 ;-53;65;91;32;5;11;Rassemblement National
18_34;204; 0,2069 ; 192 ; 0,1556 ;-12;66;89;35;5;9;Rassemblement National
18_35;220; 0,2126 ; 163 ; 0,1343 ;-57;94;73;42;2;9;Les Républicains
18_36;166; 0,1699 ; 135 ; 0,1143 ;-31;58;55;38;1;14;Les Républicains
18_37;185; 0,1903 ; 165 ; 0,1363 ;-20;71;61;38;4;11;Les Républicains
18_38;200; 0,1905 ; 167 ; 0,1284 ;-33;72;83;28;2;15;Rassemblement National
18_39;215; 0,2042 ; 171 ; 0,1323 ;-44;65;71;54;8;17;Rassemblement National
18_40;210; 0,2035 ; 169 ; 0,1408 ;-41;78;72;50;0;10;Les Républicains
18_41;219; 0,2277 ; 179 ; 0,1595 ;-40;60;95;41;2;21;Rassemblement National
18_42;172; 0,2040 ; 154 ; 0,1384 ;-18;41;92;23;5;11;Rassemblement National
18_43;204; 0,2272 ; 191 ; 0,1624 ;-13;47;109;33;0;15;Rassemblement National
18_44;130; 0,2935 ; 134 ; 0,1985 ;4;14;89;15;0;12;Rassemblement National
18_45;128; 0,1725 ; 121 ; 0,1211 ;-7;31;68;17;3;9;Rassemblement National
18_46;163; 0,1869 ; 127 ; 0,1198 ;-36;48;71;23;4;17;Rassemblement National
18_47;128; 0,1515 ; 93 ; 0,0898 ;-35;56;46;18;1;7;Les Républicains
18_48;115; 0,1430 ; 100 ; 0,1003 ;-15;38;46;15;3;13;Rassemblement National
18_49;114; 0,2664 ; 88 ; 0,1288 ;-26;8;80;13;2;11;Rassemblement National
18_50;104; 0,2562 ; 98 ; 0,1591 ;-6;9;71;8;1;15;Rassemblement National
18_51;140; 0,1685 ; 176 ; 0,1417 ;36;23;78;26;1;12;Rassemblement National
18_52;169; 0,1539 ; 144 ; 0,1101 ;-25;37;83;27;5;17;Rassemblement National
18_53;107; 0,1334 ; 115 ; 0,1133 ;8;30;45;19;3;10;Rassemblement National
18_54;99; 0,1385 ; 120 ; 0,1277 ;21;20;59;15;0;5;Rassemblement National
18_55;91; 0,0964 ; 102 ; 0,0884 ;11;21;35;19;5;11;Rassemblement National
18_56;72; 0,0936 ; 93 ; 0,0815 ;21;15;31;15;0;11;Rassemblement National
18_57;89; 0,0905 ; 88 ; 0,0702 ;-1;28;38;9;6;8;Rassemblement National
18_58;99; 0,1082 ; 111 ; 0,0927 ;12;16;46;18;4;15;Rassemblement National
18_59;107; 0,1262 ; 125 ; 0,1115 ;18;15;59;16;5;12;Rassemblement National
18_60;130; 0,1207 ; 132 ; 0,1048 ;2;27;68;20;3;12;Rassemblement National
18_61;129; 0,1266 ; 150 ; 0,1187 ;21;19;78;18;1;13;Rassemblement National
18_62;131; 0,1480 ; 144 ; 0,1304 ;13;25;72;20;3;11;Rassemblement National
18_63;176; 0,1958 ; 195 ; 0,1650 ;19;41;80;28;1;26;Rassemblement National
18_64;136; 0,1741 ; 161 ; 0,1533 ;25;18;74;29;2;13;Rassemblement National
18_65;165; 0,2880 ; 182 ; 0,2016 ;17;21;104;22;4;14;Rassemblement National
18_66;150; 0,1550 ; 121 ; 0,1035 ;-29;54;57;25;5;9;Rassemblement National
18_67;162; 0,1759 ; 106 ; 0,0959 ;-56;45;75;30;4;8;Rassemblement National
18_68;77; 0,1036 ; 98 ; 0,0999 ;21;13;35;21;1;7;Rassemblement National
19_01;202; 0,2208 ; 150 ; 0,1390 ;-52;78;56;57;8;3;Les Républicains
19_02;150; 0,1656 ; 126 ; 0,1140 ;-24;47;56;30;2;15;Rassemblement National
19_03;146; 0,2321 ; 123 ; 0,1631 ;-23;47;63;29;2;5;Rassemblement National
19_04;151; 0,1885 ; 138 ; 0,1465 ;-13;45;55;39;5;7;Rassemblement National
19_05;194; 0,2238 ; 175 ; 0,1728 ;-19;81;46;58;0;9;Les Républicains
19_06;166; 0,1981 ; 143 ; 0,1409 ;-23;65;52;36;1;12;Les Républicains
19_07;257; 0,3049 ; 191 ; 0,1933 ;-66;125;62;67;0;3;Les Républicains
19_08;152; 0,2375 ; 142 ; 0,1632 ;-10;51;57;34;3;7;Rassemblement National
19_09;200; 0,1953 ; 144 ; 0,1170 ;-56;74;59;45;4;18;Les Républicains
19_10;155; 0,1419 ; 130 ; 0,1037 ;-25;52;54;36;3;10;Rassemblement National
19_11;151; 0,1448 ; 131 ; 0,1080 ;-20;63;37;41;2;8;Les Républicains
19_12;142; 0,1267 ; 120 ; 0,0908 ;-22;53;43;33;2;11;Les Républicains
19_13;192; 0,1698 ; 164 ; 0,1267 ;-28;76;52;52;1;11;Les Républicains
19_14;143; 0,1430 ; 147 ; 0,1211 ;4;42;54;25;5;17;Rassemblement National
19_15;131; 0,1342 ; 129 ; 0,1105 ;-2;42;44;32;5;8;Rassemblement National
19_16;220; 0,1852 ; 177 ; 0,1312 ;-43;73;69;65;3;10;Les Républicains
19_17;219; 0,2332 ; 204 ; 0,1801 ;-15;77;77;46;1;18;Les Républicains
19_18;69; 0,1949 ; 79 ; 0,1606 ;10;10;32;19;2;6;Rassemblement National
19_19;124; 0,2510 ; 137 ; 0,1859 ;13;19;71;17;4;13;Rassemblement National
19_20;166; 0,2677 ; 168 ; 0,1913 ;2;18;93;47;3;5;Rassemblement National
19_21;225; 0,2127 ; 190 ; 0,1446 ;-35;70;74;70;0;11;Rassemblement National
19_22;159; 0,2402 ; 149 ; 0,1620 ;-10;35;67;41;5;11;Rassemblement National
19_23;175; 0,2174 ; 180 ; 0,1705 ;5;52;62;49;1;11;Rassemblement National
19_24;279; 0,3382 ; 246 ; 0,2370 ;-33;100;91;81;1;6;Les Républicains
19_25;263; 0,2654 ; 193 ; 0,1645 ;-70;102;64;76;5;16;Les Républicains
19_26;208; 0,2372 ; 167 ; 0,1640 ;-41;52;66;75;1;14;Reconquête
19_27;206; 0,1856 ; 179 ; 0,1325 ;-27;69;62;53;5;17;Les Républicains
19_28;161; 0,1476 ; 171 ; 0,1343 ;10;51;60;36;2;12;Rassemblement National
19_29;161; 0,1811 ; 172 ; 0,1540 ;11;39;64;43;3;12;Rassemblement National
19_30;179; 0,1638 ; 144 ; 0,1167 ;-35;86;46;33;4;10;Les Républicains
19_31;132; 0,1352 ; 135 ; 0,1187 ;3;36;54;30;1;11;Rassemblement National
19_32;132; 0,1199 ; 145 ; 0,1157 ;13;36;54;20;6;16;Rassemblement National
19_33;170; 0,2273 ; 176 ; 0,1841 ;6;36;74;46;1;13;Rassemblement National
19_34;166; 0,2202 ; 167 ; 0,1754 ;1;47;63;42;6;8;Rassemblement National
19_35;106; 0,1996 ; 112 ; 0,1499 ;6;21;51;17;3;14;Rassemblement National
19_36;201; 0,2600 ; 188 ; 0,2004 ;-13;46;81;54;5;15;Rassemblement National
19_37;161; 0,2421 ; 200 ; 0,2225 ;39;33;77;43;2;6;Rassemblement National
19_38;124; 0,1596 ; 135 ; 0,1380 ;11;33;51;23;4;13;Rassemblement National
19_39;157; 0,1876 ; 166 ; 0,1592 ;9;37;77;37;4;2;Rassemblement National
19_40;165; 0,2239 ; 177 ; 0,1855 ;12;38;80;30;6;11;Rassemblement National
19_41;192; 0,2526 ; 195 ; 0,2012 ;3;28;103;39;5;17;Rassemblement National
19_42;104; 0,2114 ; 139 ; 0,1944 ;35;11;62;19;0;12;Rassemblement National
19_43;144; 0,2558 ; 157 ; 0,1982 ;13;19;81;28;4;12;Rassemblement National
19_44;207; 0,3190 ; 199 ; 0,2199 ;-8;45;92;56;1;13;Rassemblement National
19_45;142; 0,1760 ; 159 ; 0,1482 ;17;24;76;27;5;10;Rassemblement National
19_46;281; 0,2538 ; 243 ; 0,1731 ;-38;95;82;86;3;15;Les Républicains
19_47;240; 0,2346 ; 245 ; 0,1946 ;5;60;98;66;3;13;Rassemblement National
19_48;173; 0,1618 ; 181 ; 0,1327 ;8;46;76;34;4;13;Rassemblement National
19_49;172; 0,1970 ; 170 ; 0,1525 ;-2;39;81;40;4;8;Rassemblement National
19_50;101; 0,1348 ; 112 ; 0,1145 ;11;17;53;21;4;6;Rassemblement National
19_51;231; 0,2954 ; 224 ; 0,2267 ;-7;56;93;68;5;9;Rassemblement National
19_52;157; 0,1903 ; 166 ; 0,1519 ;9;34;66;37;2;18;Rassemblement National
19_53;203; 0,2855 ; 175 ; 0,1917 ;-28;44;89;60;3;7;Rassemblement National
19_54;161; 0,1811 ; 188 ; 0,1643 ;27;39;71;34;4;13;Rassemblement National
19_55;169; 0,2541 ; 172 ; 0,1842 ;3;30;81;46;2;10;Rassemblement National
19_56;154; 0,2366 ; 165 ; 0,1848 ;11;21;70;48;1;14;Rassemblement National
19_57;126; 0,2681 ; 134 ; 0,1749 ;8;21;63;26;4;12;Rassemblement National
19_58;142; 0,1406 ; 127 ; 0,1058 ;-15;35;56;30;5;16;Rassemblement National
19_59;164; 0,1806 ; 156 ; 0,1357 ;-8;45;62;43;1;13;Rassemblement National
19_60;161; 0,1716 ; 162 ; 0,1431 ;1;48;71;34;3;5;Rassemblement National
19_61;143; 0,1582 ; 144 ; 0,1282 ;1;34;52;32;2;23;Rassemblement National
19_62;168; 0,1958 ; 167 ; 0,1545 ;-1;51;58;43;1;15;Rassemblement National
19_63;197; 0,2429 ; 211 ; 0,2110 ;14;52;84;47;4;10;Rassemblement National
19_64;171; 0,1894 ; 189 ; 0,1717 ;18;56;54;45;0;16;Les Républicains
19_65;236; 0,2596 ; 231 ; 0,2098 ;-5;73;84;65;2;12;Rassemblement National
19_66;222; 0,2442 ; 219 ; 0,1975 ;-3;63;91;41;3;24;Rassemblement National
19_67;113; 0,1311 ; 119 ; 0,1012 ;6;27;45;21;5;15;Rassemblement National
19_68;207; 0,2485 ; 204 ; 0,1885 ;-3;43;76;70;4;14;Rassemblement National
19_69;130; 0,1680 ; 135 ; 0,1334 ;5;34;38;46;1;11;Reconquête
19_70;136; 0,1935 ; 123 ; 0,1399 ;-13;24;76;21;4;11;Rassemblement National
19_71;106; 0,2437 ; 136 ; 0,1735 ;30;20;54;24;1;7;Rassemblement National
20_01;153; 0,1723 ; 166 ; 0,1589 ;13;58;52;27;3;13;Les Républicains
20_02;150; 0,2003 ; 165 ; 0,1827 ;15;56;53;28;3;10;Les Républicains
20_03;143; 0,1642 ; 159 ; 0,1532 ;16;50;60;24;0;9;Rassemblement National
20_04;135; 0,1471 ; 143 ; 0,1341 ;8;39;46;24;8;18;Rassemblement National
20_05;131; 0,1403 ; 165 ; 0,1477 ;34;47;50;27;2;5;Rassemblement National
20_06;157; 0,1790 ; 151 ; 0,1430 ;-6;52;57;34;7;7;Rassemblement National
20_07;128; 0,1689 ; 143 ; 0,1580 ;15;43;49;24;7;5;Rassemblement National
20_08;63; 0,0680 ; 106 ; 0,0984 ;43;0;38;16;0;9;Rassemblement National
20_09;141; 0,1582 ; 155 ; 0,1408 ;14;45;62;22;3;9;Rassemblement National
20_10;152; 0,2074 ; 151 ; 0,1682 ;-1;23;76;28;3;22;Rassemblement National
20_11;120; 0,1350 ; 131 ; 0,1175 ;11;26;62;18;2;12;Rassemblement National
20_12;104; 0,1170 ; 126 ; 0,1244 ;22;29;45;24;2;4;Rassemblement National
20_13;100; 0,0978 ; 110 ; 0,0928 ;10;18;49;20;2;11;Rassemblement National
20_14;125; 0,1188 ; 122 ; 0,1022 ;-3;37;46;20;3;19;Rassemblement National
20_15;166; 0,1793 ; 182 ; 0,1704 ;16;46;75;37;0;8;Rassemblement National
20_16;214; 0,2056 ; 228 ; 0,1827 ;14;77;80;42;2;13;Rassemblement National
20_17;167; 0,1990 ; 196 ; 0,1815 ;29;33;88;33;2;11;Rassemblement National
20_18;178; 0,2576 ; 193 ; 0,2206 ;15;35;98;30;4;11;Rassemblement National
20_19;179; 0,1952 ; 208 ; 0,1922 ;29;42;75;44;6;12;Rassemblement National
20_20;159; 0,1795 ; 174 ; 0,1586 ;15;37;75;32;1;14;Rassemblement National
20_21;203; 0,2699 ; 238 ; 0,2404 ;35;52;107;29;4;11;Rassemblement National
20_22;203; 0,2251 ; 222 ; 0,2027 ;19;61;80;45;4;13;Rassemblement National
20_23;272; 0,2704 ; 258 ; 0,2155 ;-14;88;89;63;8;24;Rassemblement National
20_24;202; 0,2098 ; 223 ; 0,1988 ;21;63;73;51;7;8;Rassemblement National
20_25;131; 0,1298 ; 154 ; 0,1313 ;23;23;56;31;2;19;Rassemblement National
20_26;129; 0,1671 ; 154 ; 0,1611 ;25;20;61;26;6;16;Rassemblement National
20_27;167; 0,1917 ; 177 ; 0,1761 ;10;63;54;36;2;12;Les Républicains
20_28;199; 0,2398 ; 235 ; 0,2379 ;36;37;109;40;4;9;Rassemblement National
20_29;209; 0,2198 ; 252 ; 0,2230 ;43;67;94;29;3;16;Rassemblement National
20_30;137; 0,1988 ; 157 ; 0,1473 ;20;21;77;24;5;10;Rassemblement National
20_31;155; 0,1950 ; 182 ; 0,1743 ;27;39;71;25;2;18;Rassemblement National
20_32;173; 0,2125 ; 203 ; 0,1954 ;30;51;69;40;1;12;Rassemblement National
20_33;130; 0,2838 ; 156 ; 0,2191 ;26;18;89;13;2;8;Rassemblement National
20_34;191; 0,2725 ; 185 ; 0,1987 ;-6;28;85;38;1;39;Rassemblement National
20_35;152; 0,2769 ; 193 ; 0,2446 ;41;23;95;13;6;15;Rassemblement National
20_36;141; 0,2362 ; 156 ; 0,1902 ;15;24;68;24;8;17;Rassemblement National
20_37;145; 0,1833 ; 165 ; 0,1602 ;20;33;77;28;0;7;Rassemblement National
20_38;152; 0,1934 ; 152 ; 0,1554 ;0;31;81;20;3;17;Rassemblement National
20_39;156; 0,2545 ; 171 ; 0,2045 ;15;28;83;29;1;15;Rassemblement National
20_40;183; 0,2325 ; 192 ; 0,1957 ;9;29;91;37;4;22;Rassemblement National
20_41;147; 0,2039 ; 164 ; 0,1721 ;17;31;78;25;2;11;Rassemblement National
20_42;155; 0,1701 ; 188 ; 0,1718 ;33;29;78;33;4;11;Rassemblement National
20_43;156; 0,1301 ; 182 ; 0,1284 ;26;51;60;33;2;10;Rassemblement National
20_44;157; 0,1325 ; 185 ; 0,1283 ;28;37;61;27;3;29;Rassemblement National
20_45;189; 0,1652 ; 190 ; 0,1394 ;1;56;72;35;3;23;Rassemblement National
20_46;157; 0,1541 ; 173 ; 0,1430 ;16;47;75;20;4;11;Rassemblement National
20_47;154; 0,1614 ; 183 ; 0,1572 ;29;36;62;39;7;10;Rassemblement National
20_48;186; 0,1555 ; 211 ; 0,1508 ;25;52;86;35;2;11;Rassemblement National
20_49;152; 0,1245 ; 175 ; 0,1215 ;23;36;59;35;4;18;Rassemblement National
20_50;193; 0,1720 ; 210 ; 0,1612 ;17;76;54;42;11;10;Les Républicains
20_51;256; 0,2190 ; 270 ; 0,2006 ;14;84;92;60;4;16;Rassemblement National
20_52;164; 0,1995 ; 154 ; 0,1560 ;-10;47;67;36;6;8;Rassemblement National
